"ano";"cod_mun";"homicidio";"suicidio";"armas";"drogas";"alcool"
"2200305";2012;220030;0;0;0;0;4
"2200405";2012;220040;5;0;0;0;5
"2200455";2012;220045;0;0;0;0;0
"2200505";2012;220050;0;0;0;0;1
"2200605";2012;220060;0;0;0;0;1
"2200705";2012;220070;1;0;0;0;1
"2200805";2012;220080;0;0;0;0;2
"2200906";2012;220090;0;0;0;0;3
"2200956";2012;220095;0;0;0;0;0
"2201005";2012;220100;1;0;0;0;0
"2201055";2012;220105;0;0;1;0;1
"2201105";2012;220110;0;0;0;0;0
"2201155";2012;220115;1;0;0;0;0
"2201175";2012;220117;0;0;0;0;0
"2201205";2012;220120;2;0;0;0;4
"2201305";2012;220130;0;0;0;0;1
"2201405";2012;220140;2;0;0;0;1
"2201505";2012;220150;0;0;0;0;11
"2201555";2012;220155;0;0;0;0;1
"2201575";2012;220157;0;0;0;0;0
"2201605";2012;220160;0;0;0;0;0
"2201706";2012;220170;2;0;0;0;1
"2201735";2012;220173;1;0;0;0;1
"2201775";2012;220177;0;0;0;0;0
"2201806";2012;220180;1;0;0;0;1
"2201905";2012;220190;1;0;1;0;13
"2201915";2012;220191;0;0;0;0;3
"2201925";2012;220192;0;0;0;0;0
"2201946";2012;220194;0;0;0;0;0
"2201965";2012;220196;1;0;0;0;2
"2201985";2012;220198;0;0;0;0;1
"2202005";2012;220200;1;0;0;0;5
"2202025";2012;220202;0;0;0;0;0
"2202055";2012;220205;0;0;0;0;0
"2202076";2012;220207;1;0;0;0;0
"2202085";2012;220208;0;0;0;0;5
"2202095";2012;220209;0;0;0;0;0
"2202105";2012;220210;0;0;0;0;0
"2202115";2012;220211;0;0;0;0;0
"2202135";2012;220213;0;0;0;0;0
"2202176";2012;220217;0;0;0;0;0
"2202205";2012;220220;7;0;2;0;4
"2202255";2012;220225;0;0;0;0;0
"2202305";2012;220230;2;0;0;0;1
"2202405";2012;220240;0;0;0;0;1
"2202456";2012;220245;0;0;0;0;0
"2202506";2012;220250;0;0;0;0;1
"2202535";2012;220253;0;0;0;0;0
"2202556";2012;220255;0;0;0;0;1
"2202606";2012;220260;0;0;0;0;1
"2202655";2012;220265;0;0;0;0;0
"2202705";2012;220270;2;0;0;0;3
"2202715";2012;220271;0;0;0;0;0
"2202725";2012;220272;0;0;0;0;0
"2202735";2012;220273;0;0;0;0;0
"2202755";2012;220275;1;0;0;0;0
"2202775";2012;220277;0;0;0;0;0
"2202805";2012;220280;2;0;0;0;5
"2202855";2012;220285;0;0;0;0;1
"2202905";2012;220290;7;0;1;0;0
"2203005";2012;220300;1;0;0;0;0
"2203105";2012;220310;1;0;0;0;0
"2203205";2012;220320;2;0;1;0;1
"2203235";2012;220323;0;0;0;0;0
"2203256";2012;220325;1;0;0;0;0
"2203275";2012;220327;0;0;0;0;0
"2203306";2012;220330;0;0;0;1;2
"2203356";2012;220335;0;0;0;0;0
"2203406";2012;220340;1;0;0;0;1
"2203425";2012;220342;1;0;0;0;1
"2203455";2012;220345;0;0;0;0;0
"2203505";2012;220350;0;0;0;0;1
"2203605";2012;220360;0;0;0;0;0
"2203705";2012;220370;7;0;0;0;5
"2203755";2012;220375;0;0;0;0;1
"2203805";2012;220380;0;0;0;0;2
"2203855";2012;220385;0;0;0;0;0
"2203905";2012;220390;6;0;0;0;21
"2204005";2012;220400;0;0;0;0;0
"2204106";2012;220410;0;0;0;0;0
"2204156";2012;220415;0;0;0;0;0
"2204206";2012;220420;1;0;0;0;2
"2204305";2012;220430;1;0;0;0;1
"2204355";2012;220435;0;0;0;0;0
"2204405";2012;220440;1;0;0;0;0
"2204505";2012;220450;1;0;0;0;1
"2204555";2012;220455;0;0;0;0;0
"2204605";2012;220460;0;0;0;0;0
"2204655";2012;220465;5;0;0;0;0
"2204705";2012;220470;0;0;0;0;1
"2204805";2012;220480;0;0;0;0;0
"2204905";2012;220490;2;0;0;0;1
"2205005";2012;220500;1;0;0;0;1
"2205105";2012;220510;1;0;0;0;3
"2205155";2012;220515;0;0;0;0;0
"2205205";2012;220520;0;0;0;0;0
"2205255";2012;220525;0;0;0;0;1
"2205275";2012;220527;0;0;0;0;0
"2205305";2012;220530;0;0;0;0;0
"2205355";2012;220535;0;0;0;0;1
"2205405";2012;220540;0;0;0;0;0
"2205455";2012;220545;0;0;0;0;0
"2205505";2012;220550;1;0;0;0;2
"2205515";2012;220551;0;0;0;0;0
"2205526";2012;220552;0;0;0;0;1
"2205535";2012;220553;0;0;0;0;1
"2205545";2012;220554;1;0;0;0;0
"2205555";2012;220555;0;0;0;0;1
"2205566";2012;220556;0;0;0;0;0
"2205575";2012;220557;0;0;0;0;0
"2205585";2012;220558;1;0;0;0;0
"2205595";2012;220559;0;0;0;0;0
"2205605";2012;220560;2;0;0;0;2
"2205705";2012;220570;4;0;0;0;3
"2205806";2012;220580;2;0;0;0;5
"2205856";2012;220585;0;0;0;0;0
"2205906";2012;220590;1;0;0;0;0
"2205955";2012;220595;0;0;0;0;0
"2206005";2012;220600;0;0;0;0;0
"2206055";2012;220605;0;0;0;0;1
"2206105";2012;220610;0;0;0;0;0
"2206205";2012;220620;0;0;0;0;2
"2206305";2012;220630;0;0;0;0;0
"2206355";2012;220635;0;0;0;0;0
"2206405";2012;220640;1;0;0;0;1
"2206505";2012;220650;0;0;1;0;0
"2206606";2012;220660;0;0;0;0;2
"2206656";2012;220665;1;0;0;0;1
"2206675";2012;220667;0;0;1;0;0
"2206695";2012;220669;0;0;0;0;0
"2206706";2012;220670;0;0;0;0;1
"2206723";2012;220672;0;0;0;0;0
"2206755";2012;220675;0;0;0;0;1
"2206805";2012;220680;0;0;0;0;2
"2206905";2012;220690;1;0;0;0;0
"2206955";2012;220695;0;0;0;0;0
"2207005";2012;220700;2;0;0;0;4
"2207104";2012;220710;1;0;0;0;0
"2207205";2012;220720;1;0;0;0;0
"2207305";2012;220730;2;0;0;0;1
"2207356";2012;220735;0;0;0;0;0
"2207406";2012;220740;0;0;1;0;1
"2207506";2012;220750;1;0;0;0;2
"2207555";2012;220755;0;0;0;0;0
"2207605";2012;220760;1;0;0;0;1
"2207705";2012;220770;28;0;0;3;23
"2207755";2012;220775;0;0;0;0;0
"2207775";2012;220777;1;0;0;0;0
"2207795";2012;220779;1;0;0;0;0
"2207805";2012;220780;2;0;0;0;3
"2207855";2012;220785;0;0;0;0;0
"2207905";2012;220790;0;0;0;0;4
"2207936";2012;220793;0;0;0;0;0
"2207955";2012;220795;0;0;0;0;1
"2208005";2012;220800;18;0;1;3;9
"2208105";2012;220810;0;0;0;0;0
"2208206";2012;220820;2;0;0;0;1
"2208306";2012;220830;3;0;0;0;1
"2208405";2012;220840;3;0;0;0;8
"2208505";2012;220850;0;0;0;0;0
"2208555";2012;220855;0;0;0;0;0
"2208605";2012;220860;0;0;0;0;0
"2208655";2012;220865;0;0;0;0;0
"2208705";2012;220870;1;0;0;0;1
"2208805";2012;220880;3;0;0;0;1
"2208855";2012;220885;0;0;0;0;0
"2208875";2012;220887;0;0;0;0;0
"2208905";2012;220890;0;0;0;0;0
"2209006";2012;220900;0;0;0;0;0
"2209106";2012;220910;0;0;0;0;1
"2209155";2012;220915;0;0;0;0;0
"2209205";2012;220920;1;0;0;0;0
"2209305";2012;220930;0;0;0;0;0
"2209355";2012;220935;0;0;0;0;0
"2209375";2012;220937;0;0;0;0;0
"2209405";2012;220940;0;0;0;0;0
"2209455";2012;220945;0;0;0;0;0
"2209505";2012;220950;0;0;0;0;1
"2209555";2012;220955;0;0;0;0;0
"2209605";2012;220960;0;0;0;0;2
"2209655";2012;220965;0;0;0;0;0
"2209705";2012;220970;0;0;0;0;0
"2209755";2012;220975;0;0;0;0;1
"2209805";2012;220980;0;0;0;0;0
"2209855";2012;220985;0;0;0;0;0
"2209875";2012;220987;0;0;0;0;0
"2209905";2012;220990;1;0;0;0;1
"2209956";2012;220995;0;0;0;0;0
"2209975";2012;220997;1;0;0;0;0
"2210005";2012;221000;2;0;0;0;1
"2210055";2012;221005;0;0;0;0;0
"2210105";2012;221010;0;0;0;0;0
"2210205";2012;221020;0;0;0;0;0
"2210305";2012;221030;0;0;0;0;0
"2210355";2012;221035;0;0;0;0;0
"2210376";2012;221037;0;0;0;0;0
"2210385";2012;221038;0;0;0;0;0
"2210395";2012;221039;1;0;0;0;0
"2210405";2012;221040;2;0;0;0;3
"2210505";2012;221050;2;0;0;0;1
"2210605";2012;221060;1;0;0;0;1
"2210625";2012;221062;1;0;0;0;0
"2210635";2012;221063;0;0;0;0;0
"2210655";2012;221065;0;0;0;0;2
"2210705";2012;221070;2;0;0;0;0
"2210806";2012;221080;3;0;1;0;2
"2210906";2012;221090;0;0;1;0;0
"2210935";2012;221093;0;0;0;0;1
"2210955";2012;221095;1;0;1;0;0
"2210975";2012;221097;0;0;0;0;0
"2211005";2012;221100;335;0;0;19;117
"2211105";2012;221110;4;0;0;0;4
"2211205";2012;221120;0;0;0;0;4
"2211305";2012;221130;2;0;0;0;2
"2211355";2012;221135;0;0;0;0;0
"2211405";2012;221140;0;0;0;0;2
"2211505";2012;221150;1;0;0;0;0
"2211606";2012;221160;0;0;0;0;0
"2211706";2012;221170;0;0;0;0;0
"2300001";2012;230000;1;0;0;0;0
"2300105";2012;230010;0;0;0;0;1
"2300155";2012;230015;7;0;0;0;2
"2300205";2012;230020;1;0;0;0;2
"2300305";2012;230030;20;0;1;0;4
"2300405";2012;230040;2;0;0;0;1
"2300505";2012;230050;0;0;0;0;0
"2300605";2012;230060;1;0;0;0;2
"2300706";2012;230070;9;0;0;0;1
"2300756";2012;230075;10;0;0;1;2
"2300806";2012;230080;0;0;0;0;0
"2300905";2012;230090;3;0;0;0;0
"2301005";2012;230100;54;0;0;0;1
"2301105";2012;230110;25;0;0;1;3
"2301205";2012;230120;7;0;0;0;6
"2301255";2012;230125;1;0;0;0;2
"2301305";2012;230130;5;0;0;0;3
"2301405";2012;230140;4;0;0;0;2
"2301506";2012;230150;0;0;1;0;1
"2301606";2012;230160;7;0;0;0;4
"2301705";2012;230170;5;0;0;0;5
"2301805";2012;230180;0;0;0;0;0
"2301855";2012;230185;8;0;0;0;1
"2301905";2012;230190;37;0;0;0;6
"2301955";2012;230195;1;0;0;2;2
"2302005";2012;230200;1;0;0;0;4
"2302055";2012;230205;1;0;0;0;2
"2302105";2012;230210;18;0;0;0;4
"2302205";2012;230220;8;0;0;0;2
"2302306";2012;230230;2;0;0;0;5
"2302406";2012;230240;27;0;0;0;4
"2302505";2012;230250;15;0;0;0;12
"2302605";2012;230260;4;0;1;0;5
"2302705";2012;230270;5;0;0;0;0
"2302805";2012;230280;18;0;0;1;13
"2302905";2012;230290;3;0;0;0;2
"2303005";2012;230300;10;0;0;0;6
"2303106";2012;230310;3;0;0;0;1
"2303206";2012;230320;11;0;0;0;1
"2303305";2012;230330;2;0;0;0;3
"2303405";2012;230340;4;0;0;0;1
"2303505";2012;230350;30;0;0;0;11
"2303605";2012;230360;4;0;0;0;1
"2303655";2012;230365;0;0;0;0;2
"2303705";2012;230370;172;0;0;2;41
"2303805";2012;230380;4;0;0;0;3
"2303905";2012;230390;0;0;0;0;0
"2303935";2012;230393;4;0;0;0;0
"2303955";2012;230395;7;0;0;0;1
"2304006";2012;230400;4;0;0;0;0
"2304105";2012;230410;9;0;1;0;18
"2304205";2012;230420;42;0;0;1;19
"2304235";2012;230423;4;0;0;0;1
"2304255";2012;230425;1;0;0;0;0
"2304265";2012;230426;0;0;0;0;0
"2304275";2012;230427;3;0;0;0;2
"2304286";2012;230428;42;0;0;0;4
"2304305";2012;230430;5;0;0;0;4
"2304355";2012;230435;3;0;0;0;0
"2304405";2012;230440;1893;0;5;11;268
"2304455";2012;230445;3;0;0;0;0
"2304505";2012;230450;0;0;0;0;0
"2304605";2012;230460;2;0;0;0;0
"2304655";2012;230465;0;0;0;0;0
"2304705";2012;230470;4;0;0;0;8
"2304805";2012;230480;0;0;0;0;0
"2304906";2012;230490;2;0;0;0;0
"2304956";2012;230495;3;0;0;0;2
"2305005";2012;230500;4;0;0;0;10
"2305105";2012;230510;1;0;0;0;1
"2305205";2012;230520;2;0;0;0;1
"2305235";2012;230523;42;0;0;0;7
"2305265";2012;230526;4;0;0;0;0
"2305305";2012;230530;3;0;0;0;7
"2305335";2012;230533;5;0;0;0;0
"2305355";2012;230535;6;0;0;0;0
"2305405";2012;230540;14;0;0;0;16
"2305505";2012;230550;21;0;0;2;33
"2305606";2012;230560;2;0;0;0;2
"2305656";2012;230565;1;0;0;0;1
"2305706";2012;230570;1;0;0;0;0
"2305805";2012;230580;2;0;0;0;9
"2305905";2012;230590;5;0;0;0;4
"2306005";2012;230600;6;0;0;0;1
"2306105";2012;230610;3;0;0;0;3
"2306205";2012;230620;0;0;0;0;4
"2306255";2012;230625;32;0;0;0;1
"2306305";2012;230630;21;0;0;0;10
"2306406";2012;230640;34;0;0;0;6
"2306506";2012;230650;4;0;0;0;1
"2306555";2012;230655;6;0;2;1;5
"2306605";2012;230660;4;0;0;0;4
"2306705";2012;230670;5;0;0;0;2
"2306805";2012;230680;7;0;0;0;1
"2306905";2012;230690;15;0;0;0;2
"2307005";2012;230700;10;0;0;0;6
"2307105";2012;230710;2;0;0;0;0
"2307204";2012;230720;0;0;0;0;1
"2307256";2012;230725;3;0;0;0;0
"2307306";2012;230730;129;0;0;0;50
"2307405";2012;230740;6;0;0;0;2
"2307505";2012;230750;3;0;0;0;2
"2307605";2012;230760;26;0;0;0;8
"2307636";2012;230763;3;0;0;0;4
"2307655";2012;230765;124;0;0;0;36
"2307705";2012;230770;28;0;0;0;19
"2307805";2012;230780;2;0;0;0;3
"2307905";2012;230790;0;0;0;0;1
"2308006";2012;230800;5;0;1;0;4
"2308106";2012;230810;5;0;0;0;4
"2308205";2012;230820;0;0;0;0;1
"2308305";2012;230830;1;0;0;0;3
"2308355";2012;230835;1;0;0;0;3
"2308375";2012;230837;3;0;0;0;1
"2308405";2012;230840;10;0;0;1;0
"2308505";2012;230850;14;0;1;0;1
"2308605";2012;230860;3;0;0;0;1
"2308705";2012;230870;27;0;0;0;6
"2308805";2012;230880;0;0;0;0;2
"2308905";2012;230890;0;0;0;0;0
"2309005";2012;230900;0;0;0;0;6
"2309105";2012;230910;2;0;0;0;3
"2309205";2012;230920;5;0;0;0;1
"2309305";2012;230930;5;0;0;1;8
"2309405";2012;230940;2;0;0;0;3
"2309455";2012;230945;1;0;0;0;0
"2309505";2012;230950;4;0;0;0;4
"2309605";2012;230960;37;0;0;0;5
"2309705";2012;230970;20;0;0;0;3
"2309806";2012;230980;1;0;0;0;2
"2309906";2012;230990;0;0;0;0;0
"2310005";2012;231000;0;0;0;0;3
"2310105";2012;231010;1;0;0;0;1
"2310205";2012;231020;4;0;0;0;3
"2310255";2012;231025;11;0;0;0;1
"2310305";2012;231030;2;0;0;0;3
"2310405";2012;231040;1;0;0;0;4
"2310505";2012;231050;14;0;0;0;3
"2310606";2012;231060;0;0;0;0;1
"2310706";2012;231070;17;0;0;0;7
"2310805";2012;231080;0;0;0;0;2
"2310855";2012;231085;3;0;0;0;9
"2310905";2012;231090;4;0;0;0;5
"2310955";2012;231095;1;0;0;0;1
"2311005";2012;231100;3;0;0;0;2
"2311104";2012;231110;1;0;0;0;3
"2311205";2012;231120;1;0;0;0;2
"2311235";2012;231123;0;0;0;0;0
"2311266";2012;231126;1;0;0;0;0
"2311305";2012;231130;38;0;0;0;7
"2311356";2012;231135;3;0;0;0;2
"2311406";2012;231140;14;0;0;0;24
"2311506";2012;231150;13;0;0;0;4
"2311605";2012;231160;5;0;0;0;3
"2311705";2012;231170;0;0;0;0;1
"2311805";2012;231180;31;0;0;0;8
"2311905";2012;231190;4;0;0;0;1
"2311955";2012;231195;2;0;0;0;1
"2312005";2012;231200;2;0;0;0;3
"2312105";2012;231210;2;0;0;0;3
"2312206";2012;231220;13;0;2;0;2
"2312306";2012;231230;13;0;0;0;4
"2312405";2012;231240;17;0;0;0;7
"2312505";2012;231250;5;0;0;0;0
"2312605";2012;231260;2;0;0;0;2
"2312705";2012;231270;16;0;0;0;7
"2312805";2012;231280;1;0;0;0;0
"2312905";2012;231290;80;0;2;0;66
"2313006";2012;231300;3;0;0;0;2
"2313106";2012;231310;22;0;0;0;1
"2313205";2012;231320;3;0;0;0;3
"2313255";2012;231325;0;0;0;0;1
"2313305";2012;231330;9;0;0;0;5
"2313355";2012;231335;0;0;0;0;4
"2313405";2012;231340;11;0;0;0;11
"2313505";2012;231350;10;0;0;0;6
"2313555";2012;231355;3;0;0;0;0
"2313605";2012;231360;3;0;0;1;10
"2313705";2012;231370;1;0;0;0;1
"2313755";2012;231375;4;0;0;0;0
"2313805";2012;231380;3;0;0;0;3
"2313905";2012;231390;1;0;0;0;0
"2313956";2012;231395;1;0;0;0;2
"2314005";2012;231400;0;0;0;0;6
"2314105";2012;231410;7;0;0;0;9
"2400105";2012;240010;1;0;0;0;2
"2400205";2012;240020;13;0;1;0;1
"2400305";2012;240030;1;0;0;0;0
"2400405";2012;240040;0;0;0;0;0
"2400506";2012;240050;0;0;0;0;1
"2400606";2012;240060;3;0;0;0;0
"2400705";2012;240070;3;0;1;0;0
"2400805";2012;240080;0;0;0;0;2
"2400905";2012;240090;1;0;0;0;1
"2401005";2012;240100;3;0;0;0;4
"2401105";2012;240110;4;0;0;0;3
"2401205";2012;240120;0;0;0;0;1
"2401306";2012;240130;0;0;0;0;0
"2401406";2012;240140;1;0;0;0;0
"2401455";2012;240145;11;0;0;0;1
"2401505";2012;240150;0;0;0;0;0
"2401605";2012;240160;2;0;0;0;0
"2401655";2012;240165;0;0;0;0;0
"2401705";2012;240170;1;0;0;0;2
"2401805";2012;240180;2;0;0;0;0
"2401855";2012;240185;0;0;0;0;0
"2401905";2012;240190;0;0;0;0;0
"2402005";2012;240200;7;0;0;0;12
"2402106";2012;240210;0;0;0;0;0
"2402206";2012;240220;2;0;0;0;9
"2402305";2012;240230;8;0;0;0;5
"2402405";2012;240240;1;0;0;0;1
"2402505";2012;240250;0;0;0;0;1
"2402605";2012;240260;14;0;0;0;12
"2402705";2012;240270;1;0;0;0;0
"2402805";2012;240280;1;0;0;0;0
"2402905";2012;240290;0;0;0;0;0
"2403006";2012;240300;0;0;0;0;0
"2403105";2012;240310;7;0;0;0;8
"2403205";2012;240320;0;0;0;0;0
"2403255";2012;240325;76;0;0;2;19
"2403305";2012;240330;2;0;0;0;0
"2403405";2012;240340;0;0;0;0;0
"2403505";2012;240350;2;0;0;0;0
"2403605";2012;240360;20;0;0;0;2
"2403705";2012;240370;0;0;0;0;0
"2403755";2012;240375;0;0;0;0;0
"2403805";2012;240380;2;0;0;0;2
"2403906";2012;240390;0;0;0;0;0
"2404005";2012;240400;4;0;0;0;1
"2404105";2012;240410;1;0;0;0;0
"2404205";2012;240420;2;0;0;0;3
"2404305";2012;240430;2;0;0;0;3
"2404405";2012;240440;2;0;0;0;0
"2404505";2012;240450;4;0;0;0;1
"2404605";2012;240460;2;0;0;0;0
"2404706";2012;240470;3;0;0;0;1
"2404806";2012;240480;0;0;0;0;0
"2404855";2012;240485;2;0;0;0;0
"2404905";2012;240490;1;0;0;0;0
"2405005";2012;240500;2;0;0;0;0
"2405105";2012;240510;0;0;0;0;0
"2405205";2012;240520;5;0;0;0;0
"2405305";2012;240530;2;0;0;0;0
"2405406";2012;240540;0;0;0;0;0
"2405505";2012;240550;0;0;0;0;0
"2405605";2012;240560;3;0;0;0;1
"2405705";2012;240570;2;0;0;0;0
"2405805";2012;240580;5;0;0;0;7
"2405905";2012;240590;1;0;0;0;1
"2406005";2012;240600;0;0;0;0;2
"2406105";2012;240610;7;0;0;0;3
"2406156";2012;240615;0;0;0;0;1
"2406206";2012;240620;1;0;1;0;1
"2406306";2012;240630;1;0;0;0;1
"2406405";2012;240640;0;0;0;0;0
"2406505";2012;240650;0;0;0;0;1
"2406605";2012;240660;1;0;0;0;1
"2406705";2012;240670;1;0;0;0;0
"2406805";2012;240680;1;0;0;0;0
"2406905";2012;240690;1;0;0;0;1
"2407006";2012;240700;1;0;0;0;3
"2407106";2012;240710;31;0;0;0;5
"2407205";2012;240720;4;0;0;1;4
"2407255";2012;240725;1;0;0;0;0
"2407305";2012;240730;0;0;0;0;1
"2407405";2012;240740;2;0;0;0;3
"2407505";2012;240750;0;0;0;0;1
"2407605";2012;240760;0;0;0;0;0
"2407705";2012;240770;6;0;0;0;0
"2407805";2012;240780;5;0;0;0;0
"2407905";2012;240790;0;0;0;0;0
"2408005";2012;240800;150;0;1;1;65
"2408105";2012;240810;448;0;1;2;99
"2408205";2012;240820;15;0;0;0;0
"2408305";2012;240830;2;0;0;0;6
"2408405";2012;240840;1;0;0;0;2
"2408505";2012;240850;1;0;0;0;0
"2408605";2012;240860;1;0;0;0;1
"2408705";2012;240870;1;0;0;0;0
"2408806";2012;240880;1;0;0;0;1
"2408906";2012;240890;8;0;1;0;1
"2408955";2012;240895;1;0;0;0;1
"2409105";2012;240910;1;0;0;0;1
"2409205";2012;240920;0;0;0;1;0
"2409305";2012;240930;2;0;0;0;1
"2409335";2012;240933;2;0;0;0;1
"2409405";2012;240940;5;0;0;1;26
"2409505";2012;240950;0;0;0;0;0
"2409606";2012;240960;0;0;0;0;0
"2409706";2012;240970;0;0;0;0;1
"2409805";2012;240980;4;0;1;0;4
"2409905";2012;240990;7;0;0;0;2
"2410005";2012;241000;1;0;0;0;0
"2410105";2012;241010;1;0;0;0;1
"2410205";2012;241020;0;0;0;0;0
"2410255";2012;241025;1;0;0;0;1
"2410305";2012;241030;1;0;0;0;1
"2410406";2012;241040;1;0;0;0;0
"2410506";2012;241050;1;0;0;0;1
"2410605";2012;241060;0;0;0;0;0
"2410705";2012;241070;0;0;0;0;4
"2410805";2012;241080;1;0;0;1;0
"2410905";2012;241090;0;0;0;0;1
"2411005";2012;241100;0;0;0;0;2
"2411055";2012;241105;2;0;0;0;1
"2411105";2012;241110;1;0;0;0;1
"2411206";2012;241120;13;0;1;0;1
"2411405";2012;241140;0;0;0;0;1
"2411425";2012;241142;0;0;0;0;0
"2411505";2012;241150;3;0;1;0;4
"2411605";2012;241160;0;0;0;0;0
"2411705";2012;241170;0;0;0;0;0
"2411805";2012;241180;0;0;0;0;0
"2411905";2012;241190;0;0;0;0;0
"2412006";2012;241200;34;0;0;0;3
"2412106";2012;241210;0;0;0;0;0
"2412205";2012;241220;26;0;0;0;7
"2412305";2012;241230;3;0;0;0;1
"2412405";2012;241240;0;0;0;0;1
"2412505";2012;241250;2;0;0;0;2
"2412555";2012;241255;0;0;0;0;0
"2412605";2012;241260;3;0;0;0;3
"2412704";2012;241270;0;0;0;0;0
"2412805";2012;241280;0;0;1;0;1
"2412905";2012;241290;2;0;0;0;3
"2413005";2012;241300;0;0;0;0;0
"2413105";2012;241310;1;0;0;0;2
"2413205";2012;241320;0;0;0;0;0
"2413305";2012;241330;0;0;0;0;0
"2413355";2012;241335;2;0;0;0;0
"2413405";2012;241340;2;0;0;0;1
"2413505";2012;241350;0;0;0;0;0
"2413555";2012;241355;2;0;0;0;0
"2413605";2012;241360;0;0;0;0;0
"2413705";2012;241370;0;0;0;0;0
"2413806";2012;241380;1;0;0;0;1
"2413906";2012;241390;0;0;0;0;0
"2414005";2012;241400;1;0;0;0;1
"2414105";2012;241410;0;0;0;0;0
"2414155";2012;241415;1;0;0;0;0
"2414205";2012;241420;2;0;0;0;0
"2414305";2012;241430;0;0;0;0;1
"2414405";2012;241440;3;0;0;0;3
"2414455";2012;241445;0;0;0;0;0
"2414505";2012;241450;8;0;0;0;0
"2414606";2012;241460;1;0;0;0;0
"2414706";2012;241470;0;0;0;0;0
"2414755";2012;241475;0;0;0;0;0
"2414805";2012;241480;2;0;0;0;0
"2414905";2012;241490;0;0;0;0;0
"2415005";2012;241500;0;0;0;0;0
"2500004";2012;250000;9;0;0;0;0
"2500104";2012;250010;0;0;0;0;0
"2500206";2012;250020;0;0;0;0;0
"2500306";2012;250030;4;0;0;0;7
"2500405";2012;250040;3;0;0;0;1
"2500505";2012;250050;0;0;0;0;3
"2500535";2012;250053;1;0;0;0;0
"2500575";2012;250057;0;0;0;0;0
"2500605";2012;250060;7;0;0;0;3
"2500705";2012;250070;1;0;0;0;7
"2500735";2012;250073;0;0;0;0;0
"2500776";2012;250077;0;0;0;0;0
"2500805";2012;250080;2;0;0;0;0
"2500905";2012;250090;2;0;0;0;5
"2501006";2012;250100;1;0;0;0;0
"2501106";2012;250110;3;0;0;0;5
"2501155";2012;250115;0;0;0;0;0
"2501205";2012;250120;0;0;0;0;0
"2501305";2012;250130;4;0;0;0;0
"2501355";2012;250135;0;0;0;0;0
"2501405";2012;250140;1;0;0;0;1
"2501505";2012;250150;6;0;0;0;6
"2501536";2012;250153;1;0;0;0;0
"2501576";2012;250157;0;0;0;0;3
"2501605";2012;250160;1;0;0;0;1
"2501705";2012;250170;1;0;0;0;1
"2501805";2012;250180;44;0;1;0;7
"2501905";2012;250190;4;0;0;0;1
"2502005";2012;250200;2;0;0;0;0
"2502055";2012;250205;0;0;0;0;0
"2502105";2012;250210;0;0;0;0;0
"2502155";2012;250215;1;0;0;0;0
"2502204";2012;250220;0;0;0;0;2
"2502305";2012;250230;1;0;0;0;0
"2502405";2012;250240;1;0;0;0;2
"2502505";2012;250250;4;0;0;0;0
"2502605";2012;250260;0;0;0;0;0
"2502705";2012;250270;2;0;0;0;0
"2502806";2012;250280;7;0;0;0;0
"2502906";2012;250290;1;0;0;0;0
"2503005";2012;250300;6;0;0;0;1
"2503105";2012;250310;0;0;0;0;0
"2503205";2012;250320;49;0;0;0;3
"2503305";2012;250330;0;0;0;0;0
"2503405";2012;250340;0;0;0;0;0
"2503505";2012;250350;1;0;0;0;1
"2503556";2012;250355;0;0;0;0;0
"2503606";2012;250360;0;0;0;0;1
"2503706";2012;250370;5;0;0;0;7
"2503755";2012;250375;1;0;0;0;0
"2503805";2012;250380;1;0;0;0;0
"2503905";2012;250390;3;0;0;0;0
"2504005";2012;250400;208;0;0;2;106
"2504035";2012;250403;1;0;0;0;0
"2504076";2012;250407;1;0;0;0;0
"2504105";2012;250410;0;0;0;0;0
"2504155";2012;250415;1;0;0;0;0
"2504205";2012;250420;2;0;0;0;0
"2504305";2012;250430;4;0;0;2;13
"2504356";2012;250435;1;0;0;0;1
"2504406";2012;250440;2;0;1;0;0
"2504506";2012;250450;2;0;0;0;0
"2504605";2012;250460;20;0;0;0;1
"2504705";2012;250470;0;0;0;0;2
"2504805";2012;250480;4;0;1;0;0
"2504855";2012;250485;1;0;0;0;0
"2504905";2012;250490;3;0;0;0;0
"2505005";2012;250500;1;0;0;0;2
"2505106";2012;250510;2;0;0;0;5
"2505206";2012;250520;1;0;0;0;0
"2505235";2012;250523;0;0;0;0;0
"2505275";2012;250527;0;0;0;0;1
"2505305";2012;250530;0;0;0;0;0
"2505355";2012;250535;0;0;0;0;0
"2505405";2012;250540;1;0;0;0;3
"2505505";2012;250550;1;0;0;0;0
"2505605";2012;250560;0;0;1;0;0
"2505705";2012;250570;2;0;0;0;0
"2505805";2012;250580;0;0;0;0;0
"2505905";2012;250590;0;0;0;0;0
"2506006";2012;250600;4;0;0;0;4
"2506105";2012;250610;2;0;0;0;1
"2506205";2012;250620;0;0;0;0;0
"2506255";2012;250625;1;0;0;0;0
"2506305";2012;250630;18;0;0;0;22
"2506405";2012;250640;1;0;0;0;0
"2506505";2012;250650;0;0;0;0;0
"2506605";2012;250660;0;0;0;0;0
"2506705";2012;250670;1;0;0;0;0
"2506805";2012;250680;5;0;0;0;0
"2506906";2012;250690;3;0;0;0;1
"2507005";2012;250700;4;0;0;0;6
"2507105";2012;250710;1;0;0;0;1
